name,length,theme,rationale,ideation_quality,crates_io,debian,debian_collision,homebrew,homebrew_collision,npm,crates_url,debian_search_url,homebrew_search_url,npm_url
clear,5,inspection,"Looking closely, measuring, testing, or finding defects",3,available,available,,available,,occupied,https://crates.io/crates/clear,https://packages.debian.org/search?keywords=clear&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=clear,https://www.npmjs.com/package/clear
coat,4,craft,"Building, fitting, sharpening, or finishing work",3,available,available,,available,,occupied,https://crates.io/crates/coat,https://packages.debian.org/search?keywords=coat&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=coat,https://www.npmjs.com/package/coat
debug,5,inspection,"Looking closely, measuring, testing, or finding defects",3,available,available,,available,,occupied,https://crates.io/crates/debug,https://packages.debian.org/search?keywords=debug&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=debug,https://www.npmjs.com/package/debug
deem,4,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/deem,https://packages.debian.org/search?keywords=deem&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=deem,https://www.npmjs.com/package/deem
dockr,5,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/dockr,https://packages.debian.org/search?keywords=dockr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=dockr,https://www.npmjs.com/package/dockr
exact,5,inspection,"Looking closely, measuring, testing, or finding defects",3,available,available,,available,,occupied,https://crates.io/crates/exact,https://packages.debian.org/search?keywords=exact&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=exact,https://www.npmjs.com/package/exact
fault,5,diagnosis,"Diagnosis, observability, or health-check metaphor",3,available,available,,available,,occupied,https://crates.io/crates/fault,https://packages.debian.org/search?keywords=fault&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fault,https://www.npmjs.com/package/fault
guide,5,judgment,"Judgment, approval, standards, or peer collaboration",3,available,available,,available,,occupied,https://crates.io/crates/guide,https://packages.debian.org/search?keywords=guide&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=guide,https://www.npmjs.com/package/guide
jibe,4,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/jibe,https://packages.debian.org/search?keywords=jibe&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=jibe,https://www.npmjs.com/package/jibe
judge,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/judge,https://packages.debian.org/search?keywords=judge&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=judge,https://www.npmjs.com/package/judge
jury,4,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/jury,https://packages.debian.org/search?keywords=jury&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=jury,https://www.npmjs.com/package/jury
knead,5,cooking,"Cooking, tasting, preparation, or the pass",3,available,available,,available,,occupied,https://crates.io/crates/knead,https://packages.debian.org/search?keywords=knead&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=knead,https://www.npmjs.com/package/knead
laden,5,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/laden,https://packages.debian.org/search?keywords=laden&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=laden,https://www.npmjs.com/package/laden
loade,5,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/loade,https://packages.debian.org/search?keywords=loade&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=loade,https://www.npmjs.com/package/loade
looks,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/looks,https://packages.debian.org/search?keywords=looks&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=looks,https://www.npmjs.com/package/looks
mast,4,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/mast,https://packages.debian.org/search?keywords=mast&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=mast,https://www.npmjs.com/package/mast
note,4,review,"Review, critique, discussion, or a second look",3,available,occupied,binary bookworm; binary bullseye; binary forky; binary sid; binary trixie; source archive,available,,occupied,https://crates.io/crates/note,https://packages.debian.org/search?keywords=note&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=note,https://www.npmjs.com/package/note
oar,3,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,occupied,source archive,available,,occupied,https://crates.io/crates/oar,https://packages.debian.org/search?keywords=oar&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=oar,https://www.npmjs.com/package/oar
peers,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/peers,https://packages.debian.org/search?keywords=peers&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=peers,https://www.npmjs.com/package/peers
reads,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/reads,https://packages.debian.org/search?keywords=reads&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=reads,https://www.npmjs.com/package/reads
reck,4,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/reck,https://packages.debian.org/search?keywords=reck&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=reck,https://www.npmjs.com/package/reck
redos,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/redos,https://packages.debian.org/search?keywords=redos&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=redos,https://www.npmjs.com/package/redos
resee,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/resee,https://packages.debian.org/search?keywords=resee&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=resee,https://www.npmjs.com/package/resee
revit,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/revit,https://packages.debian.org/search?keywords=revit&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revit,https://www.npmjs.com/package/revit
scale,5,inspection,"Looking closely, measuring, testing, or finding defects",3,available,available,,available,,occupied,https://crates.io/crates/scale,https://packages.debian.org/search?keywords=scale&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scale,https://www.npmjs.com/package/scale
scull,5,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/scull,https://packages.debian.org/search?keywords=scull&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scull,https://www.npmjs.com/package/scull
ships,5,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/ships,https://packages.debian.org/search?keywords=ships&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=ships,https://www.npmjs.com/package/ships
steep,5,cooking,"Cooking, tasting, preparation, or the pass",3,available,available,,available,,occupied,https://crates.io/crates/steep,https://packages.debian.org/search?keywords=steep&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=steep,https://www.npmjs.com/package/steep
stern,5,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,occupied,formula,occupied,https://crates.io/crates/stern,https://packages.debian.org/search?keywords=stern&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=stern,https://www.npmjs.com/package/stern
taut,4,anchoring,"Fastening, persistence, or content anchoring",3,available,available,,available,,occupied,https://crates.io/crates/taut,https://packages.debian.org/search?keywords=taut&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=taut,https://www.npmjs.com/package/taut
tutor,5,judgment,"Judgment, approval, standards, or peer collaboration",3,available,available,,available,,occupied,https://crates.io/crates/tutor,https://packages.debian.org/search?keywords=tutor&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tutor,https://www.npmjs.com/package/tutor
wares,5,shipping,"Shipping, navigation, readiness, or a quality gate",3,available,available,,available,,occupied,https://crates.io/crates/wares,https://packages.debian.org/search?keywords=wares&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=wares,https://www.npmjs.com/package/wares
weed,4,inspection,"Looking closely, measuring, testing, or finding defects",3,available,available,,available,,occupied,https://crates.io/crates/weed,https://packages.debian.org/search?keywords=weed&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=weed,https://www.npmjs.com/package/weed
wisk,4,cooking-rare,"Specialist tasting, sieving, or kitchen quality-control term",3,available,available,,available,,occupied,https://crates.io/crates/wisk,https://packages.debian.org/search?keywords=wisk&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=wisk,https://www.npmjs.com/package/wisk
worth,5,judgment,"Judgment, approval, standards, or peer collaboration",3,available,available,,available,,occupied,https://crates.io/crates/worth,https://packages.debian.org/search?keywords=worth&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=worth,https://www.npmjs.com/package/worth
yea,3,judgment,"Judgment, approval, standards, or peer collaboration",3,available,available,,available,,occupied,https://crates.io/crates/yea,https://packages.debian.org/search?keywords=yea&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=yea,https://www.npmjs.com/package/yea
ache,4,diagnosis,"Diagnosis, observability, or health-check metaphor",2,available,available,,available,,occupied,https://crates.io/crates/ache,https://packages.debian.org/search?keywords=ache&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=ache,https://www.npmjs.com/package/ache
anker,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/anker,https://packages.debian.org/search?keywords=anker&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=anker,https://www.npmjs.com/package/anker
antra,5,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/antra,https://packages.debian.org/search?keywords=antra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=antra,https://www.npmjs.com/package/antra
bases,5,code,"Code review, diffs, patches, or Git objects",2,available,available,,available,,occupied,https://crates.io/crates/bases,https://packages.debian.org/search?keywords=bases&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=bases,https://www.npmjs.com/package/bases
basta,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,occupied,https://crates.io/crates/basta,https://packages.debian.org/search?keywords=basta&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=basta,https://www.npmjs.com/package/basta
basto,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,occupied,https://crates.io/crates/basto,https://packages.debian.org/search?keywords=basto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=basto,https://www.npmjs.com/package/basto
binda,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/binda,https://packages.debian.org/search?keywords=binda&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=binda,https://www.npmjs.com/package/binda
bindi,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/bindi,https://packages.debian.org/search?keywords=bindi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=bindi,https://www.npmjs.com/package/bindi
bindo,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/bindo,https://packages.debian.org/search?keywords=bindo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=bindo,https://www.npmjs.com/package/bindo
bindu,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/bindu,https://packages.debian.org/search?keywords=bindu&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=bindu,https://www.npmjs.com/package/bindu
bondo,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/bondo,https://packages.debian.org/search?keywords=bondo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=bondo,https://www.npmjs.com/package/bondo
cheki,5,coined-checking,Coined from check/test/assay,2,available,available,,available,,occupied,https://crates.io/crates/cheki,https://packages.debian.org/search?keywords=cheki&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=cheki,https://www.npmjs.com/package/cheki
chkit,5,coined-checking,Coined from check/test/assay,2,available,available,,available,,occupied,https://crates.io/crates/chkit,https://packages.debian.org/search?keywords=chkit&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=chkit,https://www.npmjs.com/package/chkit
chkr,4,coined-checking,Coined from check/test/assay,2,available,available,,available,,occupied,https://crates.io/crates/chkr,https://packages.debian.org/search?keywords=chkr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=chkr,https://www.npmjs.com/package/chkr
cough,5,diagnosis,"Diagnosis, observability, or health-check metaphor",2,available,available,,available,,occupied,https://crates.io/crates/cough,https://packages.debian.org/search?keywords=cough&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=cough,https://www.npmjs.com/package/cough
crivo,5,coined-critique,Coined from critique/critic,2,available,available,,available,,occupied,https://crates.io/crates/crivo,https://packages.debian.org/search?keywords=crivo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=crivo,https://www.npmjs.com/package/crivo
diffi,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,occupied,https://crates.io/crates/diffi,https://packages.debian.org/search?keywords=diffi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=diffi,https://www.npmjs.com/package/diffi
docka,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,occupied,https://crates.io/crates/docka,https://packages.debian.org/search?keywords=docka&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=docka,https://www.npmjs.com/package/docka
dockx,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,occupied,cask,available,https://crates.io/crates/dockx,https://packages.debian.org/search?keywords=dockx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=dockx,https://www.npmjs.com/package/dockx
docky,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,occupied,source archive,available,,occupied,https://crates.io/crates/docky,https://packages.debian.org/search?keywords=docky&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=docky,https://www.npmjs.com/package/docky
forgi,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/forgi,https://packages.debian.org/search?keywords=forgi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=forgi,https://www.npmjs.com/package/forgi
forgo,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/forgo,https://packages.debian.org/search?keywords=forgo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=forgo,https://www.npmjs.com/package/forgo
forgr,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/forgr,https://packages.debian.org/search?keywords=forgr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=forgr,https://www.npmjs.com/package/forgr
found,5,finding,"Discovery, signal, illumination, or bringing issues to light",2,available,available,,available,,occupied,https://crates.io/crates/found,https://packages.debian.org/search?keywords=found&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=found,https://www.npmjs.com/package/found
gazer,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/gazer,https://packages.debian.org/search?keywords=gazer&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=gazer,https://www.npmjs.com/package/gazer
grady,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,occupied,https://crates.io/crates/grady,https://packages.debian.org/search?keywords=grady&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=grady,https://www.npmjs.com/package/grady
heads,5,code,"Code review, diffs, patches, or Git objects",2,available,available,,available,,occupied,https://crates.io/crates/heads,https://packages.debian.org/search?keywords=heads&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=heads,https://www.npmjs.com/package/heads
helma,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,occupied,https://crates.io/crates/helma,https://packages.debian.org/search?keywords=helma&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=helma,https://www.npmjs.com/package/helma
hem,3,material,"Materials, structure, and durable workmanship",2,available,available,,available,,occupied,https://crates.io/crates/hem,https://packages.debian.org/search?keywords=hem&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=hem,https://www.npmjs.com/package/hem
hint,4,finding,"Discovery, signal, illumination, or bringing issues to light",2,available,available,,available,,occupied,https://crates.io/crates/hint,https://packages.debian.org/search?keywords=hint&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=hint,https://www.npmjs.com/package/hint
hunky,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,occupied,https://crates.io/crates/hunky,https://packages.debian.org/search?keywords=hunky&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=hunky,https://www.npmjs.com/package/hunky
inspo,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,occupied,https://crates.io/crates/inspo,https://packages.debian.org/search?keywords=inspo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=inspo,https://www.npmjs.com/package/inspo
inspx,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,occupied,https://crates.io/crates/inspx,https://packages.debian.org/search?keywords=inspx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=inspx,https://www.npmjs.com/package/inspx
joint,5,material,"Materials, structure, and durable workmanship",2,available,available,,available,,occupied,https://crates.io/crates/joint,https://packages.debian.org/search?keywords=joint&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=joint,https://www.npmjs.com/package/joint
kriti,5,coined-critique,Coined from critique/critic,2,available,available,,available,,occupied,https://crates.io/crates/kriti,https://packages.debian.org/search?keywords=kriti&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=kriti,https://www.npmjs.com/package/kriti
krito,5,coined-critique,Coined from critique/critic,2,available,available,,available,,occupied,https://crates.io/crates/krito,https://packages.debian.org/search?keywords=krito&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=krito,https://www.npmjs.com/package/krito
kriva,5,coined-critique,Coined from critique/critic,2,available,available,,available,,occupied,https://crates.io/crates/kriva,https://packages.debian.org/search?keywords=kriva&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=kriva,https://www.npmjs.com/package/kriva
labs,4,diagnosis,"Diagnosis, observability, or health-check metaphor",2,available,available,,available,,occupied,https://crates.io/crates/labs,https://packages.debian.org/search?keywords=labs&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=labs,https://www.npmjs.com/package/labs
light,5,finding,"Discovery, signal, illumination, or bringing issues to light",2,available,occupied,binary bookworm; binary bullseye; binary forky; binary sid; binary trixie; source archive,available,,occupied,https://crates.io/crates/light,https://packages.debian.org/search?keywords=light&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=light,https://www.npmjs.com/package/light
loka,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/loka,https://packages.debian.org/search?keywords=loka&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=loka,https://www.npmjs.com/package/loka
looky,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/looky,https://packages.debian.org/search?keywords=looky&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=looky,https://www.npmjs.com/package/looky
maka,4,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/maka,https://packages.debian.org/search?keywords=maka&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=maka,https://www.npmjs.com/package/maka
makit,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/makit,https://packages.debian.org/search?keywords=makit&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=makit,https://www.npmjs.com/package/makit
makra,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/makra,https://packages.debian.org/search?keywords=makra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=makra,https://www.npmjs.com/package/makra
makro,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,occupied,https://crates.io/crates/makro,https://packages.debian.org/search?keywords=makro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=makro,https://www.npmjs.com/package/makro
marka,5,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/marka,https://packages.debian.org/search?keywords=marka&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=marka,https://www.npmjs.com/package/marka
marku,5,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/marku,https://packages.debian.org/search?keywords=marku&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=marku,https://www.npmjs.com/package/marku
marqo,5,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/marqo,https://packages.debian.org/search?keywords=marqo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=marqo,https://www.npmjs.com/package/marqo
marqy,5,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/marqy,https://packages.debian.org/search?keywords=marqy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=marqy,https://www.npmjs.com/package/marqy
mergy,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,occupied,https://crates.io/crates/mergy,https://packages.debian.org/search?keywords=mergy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=mergy,https://www.npmjs.com/package/mergy
misa,4,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,occupied,https://crates.io/crates/misa,https://packages.debian.org/search?keywords=misa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=misa,https://www.npmjs.com/package/misa
misi,4,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,occupied,https://crates.io/crates/misi,https://packages.debian.org/search?keywords=misi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=misi,https://www.npmjs.com/package/misi
morra,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,occupied,https://crates.io/crates/morra,https://packages.debian.org/search?keywords=morra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=morra,https://www.npmjs.com/package/morra
notex,5,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/notex,https://packages.debian.org/search?keywords=notex&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=notex,https://www.npmjs.com/package/notex
notix,5,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/notix,https://packages.debian.org/search?keywords=notix&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=notix,https://www.npmjs.com/package/notix
notu,4,coined-notes,"Coined from note, mark, or annotation",2,available,available,,available,,occupied,https://crates.io/crates/notu,https://packages.debian.org/search?keywords=notu&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=notu,https://www.npmjs.com/package/notu
oids,4,code,"Code review, diffs, patches, or Git objects",2,available,available,,available,,occupied,https://crates.io/crates/oids,https://packages.debian.org/search?keywords=oids&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=oids,https://www.npmjs.com/package/oids
pachi,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,occupied,binary bookworm; binary bullseye; binary forky; binary sid; binary trixie; source archive,occupied,formula,occupied,https://crates.io/crates/pachi,https://packages.debian.org/search?keywords=pachi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=pachi,https://www.npmjs.com/package/pachi
passo,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,occupied,https://crates.io/crates/passo,https://packages.debian.org/search?keywords=passo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=passo,https://www.npmjs.com/package/passo
passy,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,occupied,https://crates.io/crates/passy,https://packages.debian.org/search?keywords=passy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=passy,https://www.npmjs.com/package/passy
patra,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,occupied,https://crates.io/crates/patra,https://packages.debian.org/search?keywords=patra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=patra,https://www.npmjs.com/package/patra
patro,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,occupied,https://crates.io/crates/patro,https://packages.debian.org/search?keywords=patro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=patro,https://www.npmjs.com/package/patro
peeki,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,occupied,https://crates.io/crates/peeki,https://packages.debian.org/search?keywords=peeki&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=peeki,https://www.npmjs.com/package/peeki
platy,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,occupied,https://crates.io/crates/platy,https://packages.debian.org/search?keywords=platy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=platy,https://www.npmjs.com/package/platy
proba,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,occupied,https://crates.io/crates/proba,https://packages.debian.org/search?keywords=proba&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=proba,https://www.npmjs.com/package/proba
provi,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/provi,https://packages.debian.org/search?keywords=provi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=provi,https://www.npmjs.com/package/provi
pruve,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,occupied,https://crates.io/crates/pruve,https://packages.debian.org/search?keywords=pruve&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=pruve,https://www.npmjs.com/package/pruve
quala,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,occupied,https://crates.io/crates/quala,https://packages.debian.org/search?keywords=quala&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=quala,https://www.npmjs.com/package/quala
reda,4,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,occupied,https://crates.io/crates/reda,https://packages.debian.org/search?keywords=reda&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=reda,https://www.npmjs.com/package/reda
redi,4,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,occupied,https://crates.io/crates/redi,https://packages.debian.org/search?keywords=redi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=redi,https://www.npmjs.com/package/redi
redy,4,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,occupied,https://crates.io/crates/redy,https://packages.debian.org/search?keywords=redy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=redy,https://www.npmjs.com/package/redy
reved,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/reved,https://packages.debian.org/search?keywords=reved&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=reved,https://www.npmjs.com/package/reved
revik,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revik,https://packages.debian.org/search?keywords=revik&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revik,https://www.npmjs.com/package/revik
revil,5,coined-review,Coined from review/revise,2,available,available,,available,,occupied,https://crates.io/crates/revil,https://packages.debian.org/search?keywords=revil&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revil,https://www.npmjs.com/package/revil
